player,playerLabel,clubLabel,leagueLabel,start,end,caps
http://www.wikidata.org/entity/Q136940,Marco Di Vaio,SS Lazio,Serie A,1993-01-01T00:00:00Z,1995-01-01T00:00:00Z,8
http://www.wikidata.org/entity/Q136940,Marco Di Vaio,Hellas Verona FC,Serie A,1995-01-01T00:00:00Z,1996-01-01T00:00:00Z,7
http://www.wikidata.org/entity/Q136940,Marco Di Vaio,Hellas Verona FC,Serie A,1996-01-01T00:00:00Z,1996-01-01T00:00:00Z,7
http://www.wikidata.org/entity/Q136940,Marco Di Vaio,Parma Calcio 1913,Serie A,1999-01-01T00:00:00Z,2002-01-01T00:00:00Z,83
http://www.wikidata.org/entity/Q136940,Marco Di Vaio,Juventus FC,Serie A,2002-01-01T00:00:00Z,2004-01-01T00:00:00Z,55
http://www.wikidata.org/entity/Q136940,Marco Di Vaio,Valencia CF,La Liga,2004-01-01T00:00:00Z,2006-01-01T00:00:00Z,35
http://www.wikidata.org/entity/Q136940,Marco Di Vaio,Genoa CFC,Serie A,2007-01-01T00:00:00Z,2008-01-01T00:00:00Z,44
http://www.wikidata.org/entity/Q136940,Marco Di Vaio,Bologna F.C. 1909,Serie A,2008-01-01T00:00:00Z,2012-01-01T00:00:00Z,143
http://www.wikidata.org/entity/Q1378148,Félix Dja Ettien,Levante UD,La Liga,1997-01-01T00:00:00Z,2008-01-01T00:00:00Z,303
http://www.wikidata.org/entity/Q1378371,Alessandro Florenzi,AS Roma,Serie A,2011-01-01T00:00:00Z,2022-06-01T00:00:00Z,227
http://www.wikidata.org/entity/Q1378371,Alessandro Florenzi,Valencia CF,La Liga,2020-01-01T00:00:00Z,2020-07-01T00:00:00Z,12
http://www.wikidata.org/entity/Q1378371,Alessandro Florenzi,AC Milan,Serie A,2021-08-01T00:00:00Z,2022-06-01T00:00:00Z,24
